x,y
0.0636,0
0.05027,0
0.04443,0
0.0565,0
0.05588,0
0.0395,0
0.06022,0
0.04789,0
0.045,0
0.06178,0
0.0793,0
0.05511,0
0.0735,0
0.0619,0
0.04917,0
0.04911,0
0.088,0
0.03483,0
0.0662,0
0.071,0
0.03071,0
0.055,0
0.04788,0
0.04756,0
0.03767,0
0.0401,0
0.03114,0
0.0605,0
0.06,0
0.049,0
0.07722,0
0.05889,0
0.064,0
0.06911,0
0.053,0
0.09756,0
0.07042,0
0.0683,0
0.14357,0
0.10811,0
0.08444,0
0.04271,0
0.1,0
0.0282,0
0.04929,0
0.06511,0
0.04871,0
0.0584,0
0.04456,0
0.0492,0
0.04912,0
0.06982,0
0.05233,0
0.052,0
0.08567,0
0.06375,0
0.04638,0
0.069,0
0.03888,0
0.14611,0
0.14883,0
0.13722,0
0.10143,0
0.092,0
0.1132,0
0.05543,0
0.06655,0
0.035,0
0.09388,0
0.0625,0
0.056,0
0.0643,0
0.0485,0
0.0503,0
0.05538,0
0.07967,0
0.06722,0
0.04071,0
0.08233,0
0.05462,0
0.04462,0
0.118,0
0.1065,1
0.24843,0
0.17133,1
0.2695,1
0.35471,0
0.1057,0
0.09189,0
0.11025,0
0.08636,0
0.04686,0
0.162,0
0.1076,0
0.1135,0
0.07611,0
0.0739,0
0.04533,0
0.05556,0
0.07283,0
0.1055,0
0.054,0
0.06288,0
0.06012,0
0.03912,0
0.071,0
0.05425,0
0.04514,0
0.05664,0
0.07087,0
0.06887,0
0.04867,0
0.0742,0
0.05844,0
0.07673,0
0.0385,0
0.05588,0
0.0799,0
0.06329,0
0.12067,0
0.0996,0
0.07311,0
0.04767,0
0.08467,0
0.09545,0
0.05486,0
0.08856,0
0.06214,0
0.04738,0
0.05311,0
0.042,0
0.04657,0
0.11491,0
0.14171,0
0.08462,0
0.10078,0
0.1671,0
0.09875,0
0.19589,0
0.04833,0
0.08078,0
0.0561,0
0.04067,0
0.0626,0
0.0444,0
0.04211,0
0.04556,0
0.05391,0
0.10218,0
0.09833,0
0.17167,0
0.121,0
0.11412,0
0.16712,0
0.10212,0
0.138,0
0.18273,0
0.17957,1
0.212,0
0.19478,1
0.24011,0
0.0515,0
0.07588,0
0.06433,1
0.33278,1
0.26888,1
0.22117,1
0.2733,1
0.2464,1
0.28611,0
0.15057,1
0.21045,1
0.21911,1
0.2398,1
0.2205,0
0.14333,0
0.08057,0
0.0915,0
0.06963,0
0.07738,0
0.12027,1
0.37643,1
0.23743,1
0.48556,0
0.14489,0
0.06367,0
0.07425,0
0.02533,0
0.06956,0
0.06767,0
0.06629,0
0.1305,0
0.06555,0
0.06778,0
0.06229,0
0.06955,0
0.08686,0
0.0864,0
0.15413,0
0.14733,0
0.11514,0
0.09925,0
0.046,0
0.05475,0
0.08918,0
0.13229,1
0.21067,0
0.07933,0
0.1365,0
0.04422,0
0.075,0
0.02667,0
0.0958,0
0.0537,0
0.03033,0
0.0537,0
0.04555,0
0.04078,0
0.04733,0
0.06327,0
0.04671,0
0.05633,0
0.076,0
0.06367,0
0.04686,0
0.04967,0
0.06289,0
0.056,0
0.06082,0
0.074,0
0.05922,0
0.06967,0
0.12186,0
0.04667,0
0.11575,0
0.15517,0
0.15189,0
0.1047,0
0.09971,0
0.1656,0
0.10764,0
0.09633,0
0.06267,0
0.0579,0
0.04267,0
0.0375,0
0.06812,0
0.047,0
0.04933,0
0.04844,0
0.05333,0
0.05575,0
0.06255,0
0.06243,0
0.06689,0
0.04911,0
0.04229,0
0.07022,0
0.05329,0
0.10267,0
0.05567,0
0.0721,0
0.04471,0
0.0674,0
0.04564,0
0.04567,0
0.03989,0
0.05711,0
0.04229,0
0.04357,0
0.05822,0
0.028,0
0.06711,0
0.05067,0
0.0573,0
0.03438,0
0.05755,0
0.06229,0
0.05511,0
0.05056,0
0.03386,0
0.0581,0
0.05243,0
0.032,0
0.05589,0
0.05989,0
0.03914,0
0.068,0
0.05155,0
0.05533,0
0.05689,0
0.048,0
0.051,0
0.058,0
0.073,0
0.03771,0
0.06467,0
0.05667,0
0.0531,0
0.0638,0
0.06345,0
0.05314,0
0.06378,0
0.0573,0
0.0465,0
0.0716,0
0.047,0
0.02783,0
0.09811,0
0.052,0
0.06471,0
0.0916,0
0.0424,0
0.06689,0
0.04556,0
0.063,0
0.05157,0
0.07156,0
0.0712,0
0.03871,0
0.0592,0
0.06278,0
0.0652,0
0.07558,0
0.06745,0
0.05071,0
0.077,0
0.14022,0
0.14057,0
0.10318,0
0.0795,0
0.04967,0
0.08611,0
0.075,0
0.06257,0
0.10344,0
0.04344,0
0.11829,0
0.14911,0
0.15344,0
0.09471,0
0.133,0
0.078,0
0.08575,0
0.10667,0
0.0985,0
0.07567,0
0.08875,0
0.0584,0
0.034,0
0.0631,0
0.05856,0
0.03914,0
0.1873,0
0.0802,0
0.06267,0
0.078,0
0.04512,0
0.06412,0
0.0752,0
0.0428,0
0.04062,0
0.05718,0
0.04767,0
0.05625,0
0.04812,0
0.05625,0
0.042,0
0.05244,0
0.0688,0
0.09078,0
0.0845,0
0.0766,0
0.06371,0
0.0945,0
0.089,0
0.03514,0
0.0737,0
0.032,0
0.0435,0
0.07775,0
0.0535,0
0.09433,0
0.08156,0
0.0643,0
0.09263,0
0.07045,0
0.075,0
0.07114,0
0.06522,0
0.064,0
0.05975,0
0.05522,0
0.0725,0
0.05278,0
0.05767,0
0.05878,0
0.04529,0
0.0625,0
0.078,0
0.028,0
0.076,0
0.04417,0
0.03843,0
0.064,0
0.05725,0
0.0828,0
0.0542,0
0.0435,0
0.06322,0
0.05927,0
0.07833,0
0.07757,0
0.12311,0
0.11488,0
0.06525,0
0.06244,0
0.0455,0
0.05211,0
0.06783,0
0.06222,0
0.06829,0
0.0637,0
0.06456,0
0.056,0
0.11545,0
0.04417,0
0.06538,0
0.05567,0
0.06038,0
0.06656,0
0.049,0
0.0429,0
0.05333,0
0.06275,0
0.06044,0
0.05167,0
0.05225,0
0.05862,0
0.05238,0
0.062,0
0.04312,0
0.05025,0
0.06045,0
0.06588,0
0.04371,0
0.0565,0
0.0698,0
0.05744,0
0.085,0
0.04414,0
0.05575,0
0.0682,0
0.06163,0
0.12278,0
0.0978,0
0.056,0
0.06744,0
0.08767,0
0.06709,0
0.0405,0
0.05056,0
0.05525,0
0.05112,0
0.06089,0
0.03575,0
0.03943,0
0.07455,0
0.06062,0
0.05975,0
0.04544,0
0.0668,0
0.07644,0
0.14427,0
0.05071,0
0.08625,0
0.1859,0
0.07943,0
0.07767,0
0.0623,0
0.03978,0
0.04362,0
0.06317,0
0.07182,0
0.03617,0
0.06789,0
0.06725,0
0.05625,0
0.05678,0
0.04662,0
0.10338,0
0.09382,0
0.08971,0
0.18633,0
0.07933,0
0.1296,0
0.07456,1
0.21,0
0.07817,0
0.13578,0
0.1008,0
0.05357,0
0.0694,0
0.0432,0
0.048,0
0.053,0
0.06018,0
0.06473,0
0.06443,0
0.05478,0
0.03457,0
0.05525,0
0.03975,0
0.03512,0
0.0355,0
0.06445,0
0.05229,0
0.0717,0
0.05056,0
0.0718,0
0.12356,1
0.30067,1
0.38217,1
0.32456,1
0.22122,0
0.11617,0
0.0846,0
0.047,0
0.0538,0
0.07333,0
0.06327,0
0.0895,0
0.07429,0
0.08244,0
0.05643,0
0.04912,0
0.06588,0
0.05313,0
0.067,0
0.05045,0
0.04571,0
0.05011,0
0.04862,0
0.14637,0
0.17,1
0.20625,0
0.07017,0
0.14644,0
0.169,0
0.04967,0
0.0665,0
0.12327,0
0.0939,0
0.05088,0
0.08145,0
0.08062,0
0.05286,0
0.09078,0
0.05786,0
0.0575,0
0.06038,0
0.0625,0
0.1675,0
0.15655,1
0.21671,1
0.37778,0
0.04678,0
0.0975,0
0.04822,0
0.05356,0
0.16533,1
0.38589,1
0.3113,0
0.08667,0
0.0976,0
0.05482,0
0.0413,0
0.04522,0
0.0429,0
0.063,0
0.04857,0
0.06922,0
0.04543,0
0.05271,0
0.04638,0
0.04433,0
0.04138,0
0.05791,0
0.06229,0
0.16989,1
0.20722,0
0.16612,0
0.155,0
0.14488,0
0.13767,0
0.0835,0
0.0936,0
0.03917,0
0.0667,0
0.04973,0
0.0482,0
0.04522,0
0.0393,0
0.04286,0
0.039,0
0.05411,0
0.037,0
0.05714,0
0.06089,0
0.0689,0
0.0485,0
0.06073,0
0.05014,0
0.0512,0
0.04233,0
0.04329,0
0.0803,0
0.081,0
0.03333,0
0.06687,0
0.0672,0
0.03471,0
0.0578,0
0.06145,0
0.0413,0
0.04878,0
0.046,0
0.056,0
0.08443,0
0.1,0
0.05371,0
0.0939,0
0.06911,0
0.1033,1
0.2694,1
0.3405,1
0.24333,0
0.1024,0
0.05789,0
0.03771,0
0.07475,0
0.12314,0
0.03217,0
0.0989,0
0.06411,0
0.03671,0
0.0533,0
0.04382,0
0.0548,0
0.04489,0
0.04544,0
0.05,0
0.08256,0
0.06644,0
0.04029,0
0.0687,0
0.05633,0
0.0657,0
0.0886,0
0.08282,0
0.08157,0
0.1304,0
0.067,0
0.035,0
0.1159,0
0.0755,0
0.0335,0
0.0813,0
0.08589,0
0.05329,0
0.0693,0
0.05445,0
0.0583,0
0.0587,0
0.04322,0
0.06529,0
0.08256,0
0.07111,0
0.033,0
0.0572,0
0.05067,0
0.0651,0
0.06775,0
0.07073,0
0.05714,0
0.0599,0
0.05244,0
0.03271,0
0.079,0
0.07988,0
0.06171,0
0.1792,0
0.08733,0
0.05371,0
0.0694,0
0.0332,0
0.03611,0
0.0462,0
0.06,0
0.03817,0
0.06356,0
0.052,0
0.04538,0
0.066,0
0.0655,0
0.0825,0
0.08258,0
0.10427,0
0.07929,0
0.0696,0
0.102,0
0.03557,0
0.08027,0
0.041,0
0.06943,1
0.4468,0
0.14722,0
0.14856,1
0.28111,0
0.1317,0
0.089,0
0.09227,0
0.08211,0
0.0645,0
0.15689,0
0.10175,0
0.07712,0
0.17389,0
0.1043,0
0.11038,0
0.11725,1
0.2657,1
0.22743,0
0.1047,1
0.56483,0
0.13829,1
0.292,1
0.31,0
0.11288,0
0.0923,0
0.08388,0
0.0764,0
0.05289,0
0.04711,0
0.06567,0
0.10418,0
0.065,0
0.03667,0
0.06233,0
0.04575,0
0.05888,0
0.09156,0
0.06811,0
0.10288,0
0.08545,0
0.09722,0
0.06871,0
0.0739,0
0.199,0
0.16738,0
0.09918,1
0.24886,1
0.20725,1
0.21533,0
0.18488,0
0.13811,0
0.0786,0
0.06282,0
0.052,0
0.06375,0
0.08056,0
0.06667,0
0.08022,0
0.0695,0
0.06375,0
0.13789,0
0.05638,0
0.10638,0
0.08145,0
0.09288,0
0.072,0
0.0655,0
0.0794,0
0.06025,0
0.10436,0
0.06129,0
0.06725,0
0.1133,0
0.08625,0
0.08722,0
0.0688,0
0.05645,0
0.05556,0
0.05992,0
0.0637,0
0.04633,0
0.0637,0
0.06038,0
0.05575,0
0.09167,0
0.0335,0
0.04929,0
0.068,0
0.07137,1
0.27271,0
0.19,0
0.184,0
0.07233,0
0.12518,0
0.068,1
0.25187,1
0.2052,1
0.2325,0
0.14722,0
0.1084,0
0.084,0
0.06578,0
0.07092,0
0.08173,0
0.03783,0
0.10667,0
0.04962,0
0.048,0
0.05567,0
0.03812,0
0.03583,0
0.05173,0
0.06562,0
0.06167,0
0.04833,0
0.0948,0
0.07478,0
0.1162,0
0.04029,0
0.06712,0
0.075,0
0.06643,0
0.0604,0
0.07,0
0.0565,0
0.05912,0
0.07658,0
0.067,0
0.03983,0
0.04956,0
0.03586,0
0.04812,0
0.05162,0
0.0355,0
0.07112,0
0.06427,0
0.05671,0
0.0642,0
0.04833,0
0.0909,0
0.08278,0
0.1128,0
0.054,0
0.15256,0
0.1976,0
0.10457,0
0.0578,0
0.0446,0
0.0388,0
0.03825,0
0.05091,0
0.08322,0
0.0675,0
0.0665,0
0.0535,0
0.04486,0
0.06138,0
0.04112,0
0.06238,0
0.10527,1
0.25986,0
0.15409,0
0.14133,0
0.0895,0
0.0515,0
0.10489,0
0.0385,0
0.07033,0
0.0835,0
0.037,0
0.0646,0
0.0433,0
0.0536,0
0.03614,0
0.0557,0
0.10689,0
0.06717,0
0.084,0
0.07914,0
0.06725,0
0.06812,0
0.055,1
0.20187,0
0.07127,0
0.04657,0
0.065,0
0.04967,0
0.04922,0
0.04733,0
0.07089,0
0.02933,0
0.09489,0
0.095,0
0.05383,0
0.0565,0
0.04736,0
0.0563,0
0.03043,0
0.06182,0
0.071,0
0.05043,0
0.06167,0
0.05886,0
0.04043,0
0.05225,0
0.05733,0
0.04212,0
0.05109,0
0.05071,0
0.0944,0
0.05522,0
0.16362,0
0.0672,0
0.08811,0
0.02933,0
0.066,0
0.0746,0
0.0495,0
0.0758,0
0.058,0
0.0376,0
0.04538,0
0.039,0
0.07588,0
0.044,0
0.06822,0
0.029,0
0.05143,0
0.04478,0
0.04522,0
0.0885,0
0.14691,0
0.116,1
0.2906,0
0.19122,1
0.20825,0
0.1081,0
0.06022,0
0.0295,0
0.06288,1
0.22956,0
0.11357,0
0.1006,0
0.07836,0
0.0591,0
0.05633,0
0.0585,0
0.04517,0
0.044,0
0.059,0
0.031,0
0.0635,0
0.06711,0
0.0623,0
0.0505,0
0.05873,0
0.04233,0
0.054,0
0.04567,0
0.04157,0
0.0727,0
0.08656,0
0.04217,0
0.084,0
0.0911,0
0.05029,0
0.0559,0
0.05982,0
0.0408,0
0.05844,0
0.05333,0
0.05283,0
0.04214,0
0.05467,0
0.03233,0
0.059,0
0.053,0
0.0687,0
0.0532,0
0.05609,0
0.04867,0
0.069,0
0.04867,0
0.02283,0
0.0748,0
0.09387,0
0.04133,0
0.139,0
0.06467,0
0.02843,0
0.0601,0
0.04182,0
0.0397,0
0.04633,0
0.034,0
0.05483,0
0.058,0
0.068,0
0.04,0
0.0692,0
0.04144,0
0.075,0
0.0692,0
0.07191,0
0.0595,0
0.0582,0
0.0631,0
0.03486,0
0.1893,0
0.073,0
0.05286,0
0.1085,0
0.06289,0
0.05943,0
0.0928,0
0.03982,0
0.0456,0
0.049,0
0.06056,0
0.03883,0
0.05933,0
0.0659,0
0.04286,0
0.05622,0
0.0458,0
0.059,0
0.07,0
0.06064,0
0.06129,0
0.06233,0
0.05925,0
0.04583,0
0.0874,0
0.10338,0
0.07529,0
0.1685,0
0.13956,1
0.27214,0
0.1996,0
0.06227,0
0.04356,0
0.0577,0
0.05225,0
0.05814,0
0.05856,0
0.06256,0
0.04087,0
0.06522,0
0.0589,0
0.05444,0
0.099,0
0.10164,0
0.05167,0
0.06556,0
0.0665,0
0.0605,0
0.1716,0
0.04657,0
0.05657,0
0.0801,0
0.07722,0
0.15089,0
0.07467,0
0.05727,0
0.05867,0
0.0741,0
0.07187,0
0.05733,0
0.073,0
0.07522,0
0.03938,0
0.05778,0
0.0733,0
0.048,0
0.07883,0
0.10391,0
0.05317,0
0.08011,0
0.13688,0
0.06671,0
0.1331,0
0.059,1
0.20614,1
0.2229,0
0.12825,0
0.08889,0
